county,topic,indicator,count,denom,unit,value,start_year,end_year,lat,lon
Monroe,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",12,46594,Rate,8.6,2012,2014,43.161748,-77.620143
Montgomery,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",2,3249,Rate,20.5,2012,2014,42.933637,-74.341972
Nassau,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",29,89135,Rate,10.8,2012,2014,40.715749,-73.601185
New York,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",27,57641,Rate,15.6,2012,2014,40.726966,-74.005966
New York City,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",177,464948,Rate,12.7,2012,2014,NA,NA
New York State,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",415,1179864,Rate,11.7,2012,2014,NA,NA
Niagara,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",7,13002,Rate,17.9,2012,2014,43.134634,-78.856419
North Country,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",6,16632,Rate,12,2012,2014,NA,NA
Oneida,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",2,14002,Rate,4.8,2012,2014,43.149482,-75.361773
Onondaga,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",13,29864,Rate,14.5,2012,2014,43.065629,-76.168033
Ontario,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",1,6945,Rate,4.8,2012,2014,42.894571,-77.252045
Orange,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",5,28454,Rate,5.9,2012,2014,41.422459,-74.241929
Orleans,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",1,2595,Rate,12.8,2012,2014,43.248394,-78.218438
Oswego,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",1,7710,Rate,4.3,2012,2014,43.39123,-76.31133
Otsego,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",0,3075,Rate,0,2012,2014,42.564852,-75.060334
Putnam,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",2,6906,Rate,9.7,2012,2014,41.41131,-73.717443
Queens,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",47,123606,Rate,12.7,2012,2014,40.749338,-73.789673
Rensselaer,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",6,9279,Rate,21.6,2012,2014,42.70098,-73.628669
Richmond,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",8,30219,Rate,8.8,2012,2014,40.566763,-74.148102
Rockland,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",6,24768,Rate,8.1,2012,2014,41.127287,-74.017033
Saratoga,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",6,14440,Rate,13.9,2012,2014,43.00894,-73.786779
Schenectady,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",7,9706,Rate,24,2012,2014,42.809233,-73.946838
Schoharie,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",2,1810,Rate,36.8,2012,2014,42.643426,-74.434606
Schuyler,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",1,1104,Rate,30.2,2012,2014,42.38593,-76.872032
Seneca,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",0,2045,Rate,0,2012,2014,42.833627,-76.82753
St. Lawrence,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",5,6530,Rate,25.5,2012,2014,44.689468,-75.242045
Steuben,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",1,6444,Rate,5.2,2012,2014,42.270053,-77.324618
Suffolk,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",32,101458,Rate,10.5,2012,2014,40.820237,-73.119032
Sullivan,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",2,4709,Rate,14.2,2012,2014,41.705166,-74.711705
Tioga,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",3,3341,Rate,29.9,2012,2014,42.120252,-76.29595
Tompkins,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",0,4408,Rate,0,2012,2014,42.461024,-76.478784
Tug Hill Seaway,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",7,15563,Rate,15,2012,2014,NA,NA
Ulster,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",2,9931,Rate,6.7,2012,2014,41.848374,-74.099412
Warren,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",0,3691,Rate,0,2012,2014,43.403024,-73.716044
Washington,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",2,3646,Rate,18.3,2012,2014,43.289513,-73.454761
Wayne,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",3,6002,Rate,16.7,2012,2014,43.144336,-77.117995
Westchester,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",14,65220,Rate,7.2,2012,2014,41.039278,-73.805386
Western NY,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",40,93860,Rate,14.2,2012,2014,NA,NA
Wyoming,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",2,2381,Rate,28,2012,2014,42.723641,-78.204473
Yates,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 10-14 years",1,1643,Rate,20.3,2012,2014,42.634338,-77.078311
Albany,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",16,32265,Rate,16.5,2012,2014,42.678066,-73.814233
Allegany,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",5,5651,Rate,29.5,2012,2014,42.226801,-78.020567
Bronx,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",85,198189,Rate,14.3,2012,2014,40.85589,-73.868294
Broome,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",8,21797,Rate,12.2,2012,2014,42.122015,-75.933191
Capital Region,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",50,108338,Rate,15.4,2012,2014,NA,NA
Cattaraugus,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",1,10108,Rate,3.3,2012,2014,42.224267,-78.606673
Cayuga,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",1,9079,Rate,3.7,2012,2014,42.940095,-76.560755
Chautauqua,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",4,15696,Rate,8.5,2012,2014,42.246904,-79.315313
Chemung,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",9,10888,Rate,27.6,2012,2014,42.116644,-76.812331
Chenango,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",3,5987,Rate,16.7,2012,2014,42.481798,-75.570013
Clinton,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",2,8353,Rate,8,2012,2014,44.731944,-73.548883
Columbia,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",3,6662,Rate,15,2012,2014,42.276913,-73.682168
Cortland,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",3,5548,Rate,18,2012,2014,42.597101,-76.143291
Delaware,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",2,4705,Rate,14.2,2012,2014,42.242972,-74.997944
Dutchess,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",10,34564,Rate,9.6,2012,2014,41.686216,-73.840468
Erie,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",42,107184,Rate,13.1,2012,2014,42.888143,-78.795544
Essex,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",1,3756,Rate,8.9,2012,2014,44.166026,-73.685145
Finger Lakes,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",55,155003,Rate,11.8,2012,2014,NA,NA
Franklin,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",3,5746,Rate,17.4,2012,2014,44.705699,-74.340621
Fulton,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",2,6475,Rate,10.3,2012,2014,43.06014,-74.331296
Genesee,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",2,6990,Rate,9.5,2012,2014,43.000121,-78.172679
Greene,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",1,4700,Rate,7.1,2012,2014,42.298326,-73.973376
Hamilton,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",0,425,Rate,0,2012,2014,43.618468,-74.395268
Herkimer,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",1,7679,Rate,4.3,2012,2014,43.070026,-74.994246
Jefferson,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",2,15352,Rate,4.3,2012,2014,44.019295,-75.898971
Kings,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",111,318746,Rate,11.6,2012,2014,40.65642,-73.950691
Lewis,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",0,3587,Rate,0,2012,2014,43.785537,-75.446296
Livingston,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",2,7012,Rate,9.5,2012,2014,42.763754,-77.765392
Long Island,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",96,363793,Rate,8.8,2012,2014,NA,NA
Madison,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",1,8478,Rate,3.9,2012,2014,42.986917,-75.720031
Mid-Hudson,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",71,308417,Rate,7.7,2012,2014,NA,NA
Mohawk Valley,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",12,29750,Rate,13.4,2012,2014,NA,NA
Monroe,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",27,90432,Rate,10,2012,2014,43.161748,-77.620143
Montgomery,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",6,6334,Rate,31.6,2012,2014,42.933637,-74.341972
Nassau,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",40,170537,Rate,7.8,2012,2014,40.715749,-73.601185
New York,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",53,120738,Rate,14.6,2012,2014,40.726966,-74.005966
New York City,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",339,947542,Rate,11.9,2012,2014,NA,NA
New York State,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",761,2327886,Rate,10.9,2012,2014,NA,NA
Niagara,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",12,24742,Rate,16.2,2012,2014,43.134634,-78.856419
North Country,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",10,32391,Rate,10.3,2012,2014,NA,NA
Oneida,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",5,27591,Rate,6,2012,2014,43.149482,-75.361773
Onondaga,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",21,57531,Rate,12.2,2012,2014,43.065629,-76.168033
Ontario,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",3,13317,Rate,7.5,2012,2014,42.894571,-77.252045
Orange,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",10,55800,Rate,6,2012,2014,41.422459,-74.241929
Orleans,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",2,4936,Rate,13.5,2012,2014,43.248394,-78.218438
Oswego,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",1,14894,Rate,2.2,2012,2014,43.39123,-76.31133
Otsego,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",0,5861,Rate,0,2012,2014,42.564852,-75.060334
Putnam,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",3,12664,Rate,7.9,2012,2014,41.41131,-73.717443
Queens,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",77,250409,Rate,10.2,2012,2014,40.749338,-73.789673
Rensselaer,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",9,18077,Rate,16.6,2012,2014,42.70098,-73.628669
Richmond,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",13,59461,Rate,7.3,2012,2014,40.566763,-74.148102
Franklin,Cirrhosis/Diabetes Indicators,"Cirrhosis mortality rate per 100,000",22,51582,Rate,14.2,2012,2014,44.705699,-74.340621
Rockland,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",11,49583,Rate,7.4,2012,2014,41.127287,-74.017033
Saratoga,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",6,27554,Rate,7.3,2012,2014,43.00894,-73.786779
Schenectady,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",15,19081,Rate,26.2,2012,2014,42.809233,-73.946838
Schoharie,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",3,3401,Rate,29.4,2012,2014,42.643426,-74.434606
Schuyler,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",1,2037,Rate,16.4,2012,2014,42.38593,-76.872032
Seneca,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",1,3979,Rate,8.4,2012,2014,42.833627,-76.82753
Southern Tier,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",16,47642,Rate,11.2,2012,2014,NA,NA
St. Lawrence,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",8,13100,Rate,20.4,2012,2014,44.689468,-75.242045
Steuben,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",5,12514,Rate,13.3,2012,2014,42.270053,-77.324618
Suffolk,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",56,193256,Rate,9.7,2012,2014,40.820237,-73.119032
Sullivan,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",3,9272,Rate,10.8,2012,2014,41.705166,-74.711705
Tioga,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",3,6451,Rate,15.5,2012,2014,42.120252,-76.29595
Tompkins,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",0,8702,Rate,0,2012,2014,42.461024,-76.478784
Tug Hill Seaway,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",10,32040,Rate,10.4,2012,2014,NA,NA
Ulster,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",5,19259,Rate,8.7,2012,2014,41.848374,-74.099412
Warren,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",1,7010,Rate,4.8,2012,2014,43.403024,-73.716044
Washington,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",3,7101,Rate,14.1,2012,2014,43.289513,-73.454761
Wayne,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",5,11663,Rate,14.3,2012,2014,43.144336,-77.117995
Westchester,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",29,127276,Rate,7.6,2012,2014,41.039278,-73.805386
Western NY,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",70,179849,Rate,13,2012,2014,NA,NA
Wyoming,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",2,4542,Rate,14.7,2012,2014,42.723641,-78.204473
Yates,Child and Adolescent Health Indicators,"Childhood mortality rate per 100,000 - Aged 5-14 years",2,3160,Rate,21.1,2012,2014,42.634338,-77.078311
Albany,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",2573,306857,Rate,214,2012,2014,42.678066,-73.814233
Albany,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",2573,306857,Rate,214,2012,2014,42.678066,-73.814233
Allegany,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",432,48067,Rate,228.8,2012,2014,42.226801,-78.020567
Allegany,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",432,48067,Rate,228.8,2012,2014,42.226801,-78.020567
Bronx,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",9995,1421788,Rate,253.8,2012,2014,40.85589,-73.868294
Bronx,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",9995,1421788,Rate,253.8,2012,2014,40.85589,-73.868294
Broome,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",2073,197648,Rate,233.9,2012,2014,42.122015,-75.933191
Broome,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",2073,197648,Rate,233.9,2012,2014,42.122015,-75.933191
Capital Region,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",8348,956389,Rate,222.1,2012,2014,NA,NA
Capital Region,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",8348,956389,Rate,222.1,2012,2014,NA,NA
Cattaraugus,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",959,78983,Rate,304.7,2012,2014,42.224267,-78.606673
Cattaraugus,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",959,78983,Rate,304.7,2012,2014,42.224267,-78.606673
Cayuga,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",754,79284,Rate,222,2012,2014,42.940095,-76.560755
Cayuga,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",754,79284,Rate,222,2012,2014,42.940095,-76.560755
Central NY,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",8870,1023228,Rate,217.9,2012,2014,NA,NA
Central NY,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",8870,1023228,Rate,217.9,2012,2014,NA,NA
Chautauqua,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",1504,132891,Rate,251.9,2012,2014,42.246904,-79.315313
Chautauqua,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",1504,132891,Rate,251.9,2012,2014,42.246904,-79.315313
Chemung,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",915,88396,Rate,246.1,2012,2014,42.116644,-76.812331
Chemung,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",915,88396,Rate,246.1,2012,2014,42.116644,-76.812331
Chenango,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",651,49621,Rate,298.9,2012,2014,42.481798,-75.570013
Chenango,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",651,49621,Rate,298.9,2012,2014,42.481798,-75.570013
Clinton,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",599,81626,Rate,213.3,2012,2014,44.731944,-73.548883
Clinton,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",599,81626,Rate,213.3,2012,2014,44.731944,-73.548883
Columbia,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",694,62288,Rate,236.2,2012,2014,42.276913,-73.682168
Columbia,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",694,62288,Rate,236.2,2012,2014,42.276913,-73.682168
Cortland,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",384,49158,Rate,224.3,2012,2014,42.597101,-76.143291
Cortland,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",384,49158,Rate,224.3,2012,2014,42.597101,-76.143291
Delaware,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",550,46860,Rate,248.8,2012,2014,42.242972,-74.997944
Delaware,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",550,46860,Rate,248.8,2012,2014,42.242972,-74.997944
Dutchess,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",2358,296939,Rate,216.5,2012,2014,41.686216,-73.840468
Dutchess,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",2358,296939,Rate,216.5,2012,2014,41.686216,-73.840468
Erie,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",9267,920596,Rate,239,2012,2014,42.888143,-78.795544
Erie,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",9267,920596,Rate,239,2012,2014,42.888143,-78.795544
Essex,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",401,38801,Rate,214.4,2012,2014,44.166026,-73.685145
Essex,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",401,38801,Rate,214.4,2012,2014,44.166026,-73.685145
Finger Lakes,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",10323,1281415,Rate,203.4,2012,2014,NA,NA
Finger Lakes,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",10323,1281415,Rate,203.4,2012,2014,NA,NA
Franklin,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",431,51582,Rate,248.7,2012,2014,44.705699,-74.340621
Franklin,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",431,51582,Rate,248.7,2012,2014,44.705699,-74.340621
Fulton,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",611,54539,Rate,259.2,2012,2014,43.06014,-74.331296
Fulton,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",611,54539,Rate,259.2,2012,2014,43.06014,-74.331296
Genesee,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",603,59531,Rate,233.4,2012,2014,43.000121,-78.172679
Genesee,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",603,59531,Rate,233.4,2012,2014,43.000121,-78.172679
Greene,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",464,48365,Rate,218.6,2012,2014,42.298326,-73.973376
Tug Hill Seaway,Cirrhosis/Diabetes Indicators,"Diabetes mortality rate per 100,000",167,258686,Rate,21.5,2012,2014,NA,NA
Greene,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",464,48365,Rate,218.6,2012,2014,42.298326,-73.973376
Hamilton,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",65,4755,Rate,256.7,2012,2014,43.618468,-74.395268
Hamilton,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",65,4755,Rate,256.7,2012,2014,43.618468,-74.395268
Herkimer,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",751,64144,Rate,256.1,2012,2014,43.070026,-74.994246
Herkimer,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",751,64144,Rate,256.1,2012,2014,43.070026,-74.994246
Jefferson,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",859,119623,Rate,250,2012,2014,44.019295,-75.898971
Jefferson,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",859,119623,Rate,250,2012,2014,44.019295,-75.898971
Kings,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",18039,2593192,Rate,232.1,2012,2014,40.65642,-73.950691
Kings,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",18039,2593192,Rate,232.1,2012,2014,40.65642,-73.950691
Lewis,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",230,27198,Rate,211.6,2012,2014,43.785537,-75.446296
Lewis,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",230,27198,Rate,211.6,2012,2014,43.785537,-75.446296
Livingston,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",463,64700,Rate,190.9,2012,2014,42.763754,-77.765392
Livingston,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",463,64700,Rate,190.9,2012,2014,42.763754,-77.765392
Long Island,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",25759,2853995,Rate,225.8,2012,2014,NA,NA
Long Island,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",25759,2853995,Rate,225.8,2012,2014,NA,NA
Madison,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",549,72378,Rate,209.1,2012,2014,42.986917,-75.720031
Madison,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",549,72378,Rate,209.1,2012,2014,42.986917,-75.720031
Mid-Hudson,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",17737,2318009,Rate,203.7,2012,2014,NA,NA
Mid-Hudson,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",17737,2318009,Rate,203.7,2012,2014,NA,NA
Mohawk Valley,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",2872,261898,Rate,248.6,2012,2014,NA,NA
Mohawk Valley,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",2872,261898,Rate,248.6,2012,2014,NA,NA
Monroe,Cardiovascular Disease Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",5717,749092,Rate,195.1,2012,2014,43.161748,-77.620143
Monroe,Obesity and Related Indicators,"Age-adjusted cardiovascular disease mortality rate per 100,000",5717,749092,Rate,195.1,2012,2014,43.161748,-77.620143
