county,topic,indicator,count,denom,unit,value,start_year,end_year,lat,lon
Finger Lakes,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,59,1281415,Rate,1.4,2012,2014,NA,NA
Franklin,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,1,51582,Rate,0.6,2012,2014,44.705699,-74.340621
Fulton,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,1,54539,Rate,0.5,2012,2014,43.06014,-74.331296
Genesee,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,59531,Rate,0,2012,2014,43.000121,-78.172679
Greene,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,3,48365,Rate,1.6,2012,2014,42.298326,-73.973376
Tug Hill Seaway,Injury Indicators,Injury Indicators,274,258686,Rate,35.3,2012,2014,NA,NA
Hamilton,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,4755,Rate,0,2012,2014,43.618468,-74.395268
Herkimer,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,1,64144,Rate,0.3,2012,2014,43.070026,-74.994246
Jefferson,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,119623,Rate,0,2012,2014,44.019295,-75.898971
Kings,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,545,2593192,Rate,6.9,2012,2014,40.65642,-73.950691
Lewis,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,27198,Rate,0,2012,2014,43.785537,-75.446296
Livingston,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,64700,Rate,0,2012,2014,42.763754,-77.765392
Long Island,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,112,2853995,Rate,1.1,2012,2014,NA,NA
Madison,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,72378,Rate,0,2012,2014,42.986917,-75.720031
Mid-Hudson,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,116,2318009,Rate,1.4,2012,2014,NA,NA
Mohawk Valley,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,5,261898,Rate,0.5,2012,2014,NA,NA
Monroe,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,47,749092,Rate,1.8,2012,2014,43.161748,-77.620143
Montgomery,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,1,49872,Rate,0.4,2012,2014,42.933637,-74.341972
Nassau,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,48,1353335,Rate,1,2012,2014,40.715749,-73.601185
New York,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,344,1627172,Rate,6.6,2012,2014,40.726966,-74.005966
New York City,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,1641,8411204,Rate,6.2,2012,2014,NA,NA
New York State,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,2098,19655872,Rate,3.2,2012,2014,NA,NA
Niagara,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,2,214299,Rate,0.3,2012,2014,43.134634,-78.856419
North Country,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,4,304846,Rate,0.4,2012,2014,NA,NA
Oneida,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,11,233337,Rate,1.4,2012,2014,43.149482,-75.361773
Onondaga,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,20,467812,Rate,1.3,2012,2014,43.065629,-76.168033
Ontario,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,1,109110,Rate,0.3,2012,2014,42.894571,-77.252045
Orange,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,20,375401,Rate,1.6,2012,2014,41.422459,-74.241929
Orleans,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,42352,Rate,0,2012,2014,43.248394,-78.218438
Oswego,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,3,121259,Rate,0.7,2012,2014,43.39123,-76.31133
Otsego,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,2,61507,Rate,0.9,2012,2014,42.564852,-75.060334
Putnam,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,5,99580,Rate,1.5,2012,2014,41.41131,-73.717443
Queens,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,173,2296842,Rate,2.3,2012,2014,40.749338,-73.789673
Rensselaer,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,8,159842,Rate,1.5,2012,2014,42.70098,-73.628669
Richmond,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,69,472209,Rate,4.2,2012,2014,40.566763,-74.148102
Rockland,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,7,320842,Rate,0.7,2012,2014,41.127287,-74.017033
Saratoga,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,3,223640,Rate,0.4,2012,2014,43.00894,-73.786779
Schenectady,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,10,155397,Rate,1.9,2012,2014,42.809233,-73.946838
Schoharie,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,31836,Rate,0,2012,2014,42.643426,-74.434606
Schuyler,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,18484,Rate,0,2012,2014,42.38593,-76.872032
Seneca,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,35199,Rate,0,2012,2014,42.833627,-76.82753
Southern Tier,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,16,447946,Rate,1,2012,2014,NA,NA
St. Lawrence,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,1,111865,Rate,0.3,2012,2014,44.689468,-75.242045
Steuben,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,2,98702,Rate,0.8,2012,2014,42.270053,-77.324618
Suffolk,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,64,1500660,Rate,1.2,2012,2014,40.820237,-73.119032
Sullivan,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,10,76467,Rate,4.2,2012,2014,41.705166,-74.711705
Tioga,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,1,50197,Rate,0.6,2012,2014,42.120252,-76.29595
Tompkins,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,3,103621,Rate,1,2012,2014,42.461024,-76.478784
Tug Hill Seaway,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,1,258686,Rate,0.1,2012,2014,NA,NA
Ulster,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,7,181078,Rate,1,2012,2014,41.848374,-74.099412
Warren,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,65283,Rate,0,2012,2014,43.403024,-73.716044
Washington,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,62800,Rate,0,2012,2014,43.289513,-73.454761
Wayne,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,1,92495,Rate,0.3,2012,2014,43.144336,-77.117995
Westchester,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,48,967702,Rate,1.4,2012,2014,41.039278,-73.805386
Western NY,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,65,1538256,Rate,1.3,2012,2014,NA,NA
Wyoming,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,0,41537,Rate,0,2012,2014,42.723641,-78.204473
Yates,HIV/AIDS and Other Sexually Transmitted Infection Indicators,HIV/AIDS and Other Sexually Transmitted Infection Indicators,1,25236,Rate,1.3,2012,2014,42.634338,-77.078311
Albany,Injury Indicators,Injury Indicators,91,306857,Rate,9.9,2012,2014,42.678066,-73.814233
Allegany,Injury Indicators,Injury Indicators,23,48067,Rate,15.9,2012,2014,42.226801,-78.020567
Bronx,Injury Indicators,Injury Indicators,224,1421788,Rate,5.3,2012,2014,40.85589,-73.868294
Broome,Injury Indicators,Injury Indicators,72,197648,Rate,12.1,2012,2014,42.122015,-75.933191
Capital Region,Injury Indicators,Injury Indicators,324,956389,Rate,11.3,2012,2014,NA,NA
Cattaraugus,Injury Indicators,Injury Indicators,37,78983,Rate,15.6,2012,2014,42.224267,-78.606673
Cayuga,Injury Indicators,Injury Indicators,25,79284,Rate,10.5,2012,2014,42.940095,-76.560755
Central NY,Injury Indicators,Injury Indicators,368,1023228,Rate,12,2012,2014,NA,NA
Chautauqua,Injury Indicators,Injury Indicators,53,132891,Rate,13.3,2012,2014,42.246904,-79.315313
Chemung,Injury Indicators,Injury Indicators,24,88396,Rate,9.1,2012,2014,42.116644,-76.812331
Chenango,Injury Indicators,Injury Indicators,16,49621,Rate,10.7,2012,2014,42.481798,-75.570013
Clinton,Injury Indicators,Injury Indicators,35,81626,Rate,14.3,2012,2014,44.731944,-73.548883
Columbia,Injury Indicators,Injury Indicators,26,62288,Rate,13.9,2012,2014,42.276913,-73.682168
Cortland,Injury Indicators,Injury Indicators,14,49158,Rate,9.5,2012,2014,42.597101,-76.143291
Delaware,Injury Indicators,Injury Indicators,29,46860,Rate,20.6,2012,2014,42.242972,-74.997944
Dutchess,Injury Indicators,Injury Indicators,93,296939,Rate,10.4,2012,2014,41.686216,-73.840468
Erie,Injury Indicators,Injury Indicators,277,920596,Rate,10,2012,2014,42.888143,-78.795544
Essex,Injury Indicators,Injury Indicators,20,38801,Rate,17.2,2012,2014,44.166026,-73.685145
Finger Lakes,Injury Indicators,Injury Indicators,372,1281415,Rate,9.7,2012,2014,NA,NA
Franklin,Injury Indicators,Injury Indicators,20,51582,Rate,12.9,2012,2014,44.705699,-74.340621
Fulton,Injury Indicators,Injury Indicators,18,54539,Rate,11,2012,2014,43.06014,-74.331296
Genesee,Injury Indicators,Injury Indicators,20,59531,Rate,11.2,2012,2014,43.000121,-78.172679
Greene,Injury Indicators,Injury Indicators,17,48365,Rate,11.7,2012,2014,42.298326,-73.973376
Hamilton,Injury Indicators,Injury Indicators,4,4755,Rate,28,2012,2014,43.618468,-74.395268
Herkimer,Injury Indicators,Injury Indicators,27,64144,Rate,14,2012,2014,43.070026,-74.994246
Jefferson,Injury Indicators,Injury Indicators,55,119623,Rate,15.3,2012,2014,44.019295,-75.898971
Kings,Injury Indicators,Injury Indicators,376,2593192,Rate,4.8,2012,2014,40.65642,-73.950691
Lewis,Injury Indicators,Injury Indicators,18,27198,Rate,22.1,2012,2014,43.785537,-75.446296
Livingston,Injury Indicators,Injury Indicators,22,64700,Rate,11.3,2012,2014,42.763754,-77.765392
Long Island,Injury Indicators,Injury Indicators,707,2853995,Rate,8.3,2012,2014,NA,NA
Madison,Injury Indicators,Injury Indicators,29,72378,Rate,13.4,2012,2014,42.986917,-75.720031
Mid-Hudson,Injury Indicators,Injury Indicators,572,2318009,Rate,8.2,2012,2014,NA,NA
Mohawk Valley,Injury Indicators,Injury Indicators,104,261898,Rate,13.2,2012,2014,NA,NA
Monroe,Injury Indicators,Injury Indicators,185,749092,Rate,8.2,2012,2014,43.161748,-77.620143
Montgomery,Injury Indicators,Injury Indicators,19,49872,Rate,12.7,2012,2014,42.933637,-74.341972
Nassau,Injury Indicators,Injury Indicators,282,1353335,Rate,6.9,2012,2014,40.715749,-73.601185
New York,Injury Indicators,Injury Indicators,413,1627172,Rate,8.5,2012,2014,40.726966,-74.005966
New York City,Injury Indicators,Injury Indicators,1539,8411204,Rate,6.1,2012,2014,NA,NA
New York State,Injury Indicators,Injury Indicators,4936,19655872,Rate,8.4,2012,2014,NA,NA
Niagara,Injury Indicators,Injury Indicators,104,214299,Rate,16.2,2012,2014,43.134634,-78.856419
North Country,Injury Indicators,Injury Indicators,133,304846,Rate,14.5,2012,2014,NA,NA
Oneida,Injury Indicators,Injury Indicators,89,233337,Rate,12.7,2012,2014,43.149482,-75.361773
Onondaga,Injury Indicators,Injury Indicators,157,467812,Rate,11.2,2012,2014,43.065629,-76.168033
Ontario,Injury Indicators,Injury Indicators,42,109110,Rate,12.8,2012,2014,42.894571,-77.252045
Orange,Injury Indicators,Injury Indicators,88,375401,Rate,7.8,2012,2014,41.422459,-74.241929
Orleans,Injury Indicators,Injury Indicators,11,42352,Rate,8.7,2012,2014,43.248394,-78.218438
Oswego,Injury Indicators,Injury Indicators,54,121259,Rate,14.8,2012,2014,43.39123,-76.31133
Otsego,Injury Indicators,Injury Indicators,24,61507,Rate,13,2012,2014,42.564852,-75.060334
Putnam,Injury Indicators,Injury Indicators,35,99580,Rate,11.7,2012,2014,41.41131,-73.717443
Queens,Injury Indicators,Injury Indicators,434,2296842,Rate,6.3,2012,2014,40.749338,-73.789673
Rensselaer,Injury Indicators,Injury Indicators,52,159842,Rate,10.8,2012,2014,42.70098,-73.628669
Richmond,Injury Indicators,Injury Indicators,92,472209,Rate,6.5,2012,2014,40.566763,-74.148102
Rockland,Injury Indicators,Injury Indicators,63,320842,Rate,6.5,2012,2014,41.127287,-74.017033
Saratoga,Injury Indicators,Injury Indicators,83,223640,Rate,12.4,2012,2014,43.00894,-73.786779
Schenectady,Injury Indicators,Injury Indicators,55,155397,Rate,11.8,2012,2014,42.809233,-73.946838
Schoharie,Injury Indicators,Injury Indicators,16,31836,Rate,16.8,2012,2014,42.643426,-74.434606
Schuyler,Injury Indicators,Injury Indicators,5,18484,Rate,9,2012,2014,42.38593,-76.872032
Seneca,Injury Indicators,Injury Indicators,17,35199,Rate,16.1,2012,2014,42.833627,-76.82753
Southern Tier,Injury Indicators,Injury Indicators,169,447946,Rate,12.6,2012,2014,NA,NA
St. Lawrence,Injury Indicators,Injury Indicators,28,111865,Rate,8.3,2012,2014,44.689468,-75.242045
Steuben,Injury Indicators,Injury Indicators,36,98702,Rate,12.2,2012,2014,42.270053,-77.324618
Suffolk,Injury Indicators,Injury Indicators,425,1500660,Rate,9.4,2012,2014,40.820237,-73.119032
Sullivan,Injury Indicators,Injury Indicators,35,76467,Rate,15.3,2012,2014,41.705166,-74.711705
Tioga,Injury Indicators,Injury Indicators,19,50197,Rate,12.6,2012,2014,42.120252,-76.29595
Tompkins,Injury Indicators,Injury Indicators,33,103621,Rate,10.6,2012,2014,42.461024,-76.478784
Tug Hill Seaway,Injury Indicators,Injury Indicators,101,258686,Rate,13,2012,2014,NA,NA
Ulster,Injury Indicators,Injury Indicators,54,181078,Rate,9.9,2012,2014,41.848374,-74.099412
Warren,Injury Indicators,Injury Indicators,25,65283,Rate,12.8,2012,2014,43.403024,-73.716044
Washington,Injury Indicators,Injury Indicators,29,62800,Rate,15.4,2012,2014,43.289513,-73.454761
Wayne,Injury Indicators,Injury Indicators,31,92495,Rate,11.2,2012,2014,43.144336,-77.117995
Westchester,Injury Indicators,Injury Indicators,204,967702,Rate,7,2012,2014,41.039278,-73.805386
Western NY,Injury Indicators,Injury Indicators,547,1538256,Rate,11.9,2012,2014,NA,NA
Wyoming,Injury Indicators,Injury Indicators,22,41537,Rate,17.7,2012,2014,42.723641,-78.204473
Yates,Injury Indicators,Injury Indicators,10,25236,Rate,13.2,2012,2014,42.634338,-77.078311
Albany,Injury Indicators,Injury Indicators,91,306857,Rate,9.6,2012,2014,42.678066,-73.814233
Allegany,Injury Indicators,Injury Indicators,23,48067,Rate,15,2012,2014,42.226801,-78.020567
Bronx,Injury Indicators,Injury Indicators,224,1421788,Rate,5.3,2012,2014,40.85589,-73.868294
Broome,Injury Indicators,Injury Indicators,72,197648,Rate,11.7,2012,2014,42.122015,-75.933191
Capital Region,Injury Indicators,Injury Indicators,324,956389,Rate,10.7,2012,2014,NA,NA
Cattaraugus,Injury Indicators,Injury Indicators,37,78983,Rate,15.2,2012,2014,42.224267,-78.606673
Cayuga,Injury Indicators,Injury Indicators,25,79284,Rate,10.1,2012,2014,42.940095,-76.560755
Central NY,Injury Indicators,Injury Indicators,368,1023228,Rate,11.4,2012,2014,NA,NA
Chautauqua,Injury Indicators,Injury Indicators,53,132891,Rate,12.6,2012,2014,42.246904,-79.315313
Chemung,Injury Indicators,Injury Indicators,24,88396,Rate,8.5,2012,2014,42.116644,-76.812331
Chenango,Injury Indicators,Injury Indicators,16,49621,Rate,9.8,2012,2014,42.481798,-75.570013
Clinton,Injury Indicators,Injury Indicators,35,81626,Rate,13.3,2012,2014,44.731944,-73.548883
Columbia,Injury Indicators,Injury Indicators,26,62288,Rate,12.8,2012,2014,42.276913,-73.682168
Cortland,Injury Indicators,Injury Indicators,14,49158,Rate,9,2012,2014,42.597101,-76.143291
Delaware,Injury Indicators,Injury Indicators,29,46860,Rate,18.5,2012,2014,42.242972,-74.997944
Dutchess,Injury Indicators,Injury Indicators,93,296939,Rate,9.5,2012,2014,41.686216,-73.840468
Erie,Injury Indicators,Injury Indicators,277,920596,Rate,9.7,2012,2014,42.888143,-78.795544
Essex,Injury Indicators,Injury Indicators,20,38801,Rate,14.8,2012,2014,44.166026,-73.685145
Finger Lakes,Injury Indicators,Injury Indicators,372,1281415,Rate,9.3,2012,2014,NA,NA
Franklin,Injury Indicators,Injury Indicators,20,51582,Rate,11.4,2012,2014,44.705699,-74.340621
Fulton,Injury Indicators,Injury Indicators,18,54539,Rate,11.3,2012,2014,43.06014,-74.331296
Genesee,Injury Indicators,Injury Indicators,20,59531,Rate,9.8,2012,2014,43.000121,-78.172679
Greene,Injury Indicators,Injury Indicators,17,48365,Rate,10.8,2012,2014,42.298326,-73.973376
Hamilton,Injury Indicators,Injury Indicators,4,4755,Rate,20.9,2012,2014,43.618468,-74.395268
Herkimer,Injury Indicators,Injury Indicators,27,64144,Rate,13.1,2012,2014,43.070026,-74.994246
Jefferson,Injury Indicators,Injury Indicators,55,119623,Rate,15.3,2012,2014,44.019295,-75.898971
Kings,Injury Indicators,Injury Indicators,376,2593192,Rate,4.8,2012,2014,40.65642,-73.950691
Lewis,Injury Indicators,Injury Indicators,18,27198,Rate,20.6,2012,2014,43.785537,-75.446296
Livingston,Injury Indicators,Injury Indicators,22,64700,Rate,11.6,2012,2014,42.763754,-77.765392
Long Island,Injury Indicators,Injury Indicators,707,2853995,Rate,7.7,2012,2014,NA,NA
Madison,Injury Indicators,Injury Indicators,29,72378,Rate,12.4,2012,2014,42.986917,-75.720031
Mid-Hudson,Injury Indicators,Injury Indicators,572,2318009,Rate,7.8,2012,2014,NA,NA
Mohawk Valley,Injury Indicators,Injury Indicators,104,261898,Rate,12.8,2012,2014,NA,NA
Monroe,Injury Indicators,Injury Indicators,185,749092,Rate,7.9,2012,2014,43.161748,-77.620143
Montgomery,Injury Indicators,Injury Indicators,19,49872,Rate,11.1,2012,2014,42.933637,-74.341972
Nassau,Injury Indicators,Injury Indicators,282,1353335,Rate,6.4,2012,2014,40.715749,-73.601185
New York,Injury Indicators,Injury Indicators,413,1627172,Rate,7.7,2012,2014,40.726966,-74.005966
New York City,Injury Indicators,Injury Indicators,1539,8411204,Rate,5.8,2012,2014,NA,NA
New York State,Injury Indicators,Injury Indicators,4936,19655872,Rate,7.9,2012,2014,NA,NA
Niagara,Injury Indicators,Injury Indicators,104,214299,Rate,16,2012,2014,43.134634,-78.856419
North Country,Injury Indicators,Injury Indicators,133,304846,Rate,12.9,2012,2014,NA,NA
Oneida,Injury Indicators,Injury Indicators,89,233337,Rate,12.2,2012,2014,43.149482,-75.361773
Onondaga,Injury Indicators,Injury Indicators,157,467812,Rate,10.6,2012,2014,43.065629,-76.168033
Ontario,Injury Indicators,Injury Indicators,42,109110,Rate,12.3,2012,2014,42.894571,-77.252045
Orange,Injury Indicators,Injury Indicators,88,375401,Rate,7.7,2012,2014,41.422459,-74.241929
Orleans,Injury Indicators,Injury Indicators,11,42352,Rate,8.3,2012,2014,43.248394,-78.218438
Oswego,Injury Indicators,Injury Indicators,54,121259,Rate,14.4,2012,2014,43.39123,-76.31133
Otsego,Injury Indicators,Injury Indicators,24,61507,Rate,14.5,2012,2014,42.564852,-75.060334
Putnam,Injury Indicators,Injury Indicators,35,99580,Rate,10.6,2012,2014,41.41131,-73.717443
Queens,Injury Indicators,Injury Indicators,434,2296842,Rate,5.9,2012,2014,40.749338,-73.789673
Rensselaer,Injury Indicators,Injury Indicators,52,159842,Rate,10.3,2012,2014,42.70098,-73.628669
Richmond,Injury Indicators,Injury Indicators,92,472209,Rate,6.1,2012,2014,40.566763,-74.148102
Rockland,Injury Indicators,Injury Indicators,63,320842,Rate,6.5,2012,2014,41.127287,-74.017033
Saratoga,Injury Indicators,Injury Indicators,83,223640,Rate,11.6,2012,2014,43.00894,-73.786779
Schenectady,Injury Indicators,Injury Indicators,55,155397,Rate,11.5,2012,2014,42.809233,-73.946838
Schoharie,Injury Indicators,Injury Indicators,16,31836,Rate,16.3,2012,2014,42.643426,-74.434606
Schuyler,Injury Indicators,Injury Indicators,5,18484,Rate,7.2,2012,2014,42.38593,-76.872032
Seneca,Injury Indicators,Injury Indicators,17,35199,Rate,16.2,2012,2014,42.833627,-76.82753
Southern Tier,Injury Indicators,Injury Indicators,169,447946,Rate,12,2012,2014,NA,NA
St. Lawrence,Injury Indicators,Injury Indicators,28,111865,Rate,8,2012,2014,44.689468,-75.242045
Steuben,Injury Indicators,Injury Indicators,36,98702,Rate,12.2,2012,2014,42.270053,-77.324618
Suffolk,Injury Indicators,Injury Indicators,425,1500660,Rate,8.9,2012,2014,40.820237,-73.119032
Sullivan,Injury Indicators,Injury Indicators,35,76467,Rate,15.7,2012,2014,41.705166,-74.711705
Tioga,Injury Indicators,Injury Indicators,19,50197,Rate,13.6,2012,2014,42.120252,-76.29595
Tompkins,Injury Indicators,Injury Indicators,33,103621,Rate,10.5,2012,2014,42.461024,-76.478784
Tug Hill Seaway,Injury Indicators,Injury Indicators,101,258686,Rate,12.6,2012,2014,NA,NA
Ulster,Injury Indicators,Injury Indicators,54,181078,Rate,8.5,2012,2014,41.848374,-74.099412
Warren,Injury Indicators,Injury Indicators,25,65283,Rate,10.2,2012,2014,43.403024,-73.716044
North Country,Injury Indicators,Injury Indicators,83,304846,Rate,9.1,2012,2014,NA,NA
Washington,Injury Indicators,Injury Indicators,29,62800,Rate,14.2,2012,2014,43.289513,-73.454761
Wayne,Injury Indicators,Injury Indicators,31,92495,Rate,10.8,2012,2014,43.144336,-77.117995
Westchester,Injury Indicators,Injury Indicators,204,967702,Rate,6.5,2012,2014,41.039278,-73.805386
Western NY,Injury Indicators,Injury Indicators,547,1538256,Rate,11.4,2012,2014,NA,NA
Wyoming,Injury Indicators,Injury Indicators,22,41537,Rate,16.6,2012,2014,42.723641,-78.204473
Yates,Injury Indicators,Injury Indicators,10,25236,Rate,8.9,2012,2014,42.634338,-77.078311
Albany,Injury Indicators,Injury Indicators,0,24054,Rate,0,2012,2014,42.678066,-73.814233
Allegany,Injury Indicators,Injury Indicators,1,4733,Rate,7,2012,2014,42.226801,-78.020567
Bronx,Injury Indicators,Injury Indicators,12,103465,Rate,3.9,2012,2014,40.85589,-73.868294
Broome,Injury Indicators,Injury Indicators,2,15112,Rate,4.4,2012,2014,42.122015,-75.933191
Capital Region,Injury Indicators,Injury Indicators,12,67042,Rate,6,2012,2014,NA,NA
Cattaraugus,Injury Indicators,Injury Indicators,3,5576,Rate,17.9,2012,2014,42.224267,-78.606673
Cayuga,Injury Indicators,Injury Indicators,3,5098,Rate,19.6,2012,2014,42.940095,-76.560755
Central NY,Injury Indicators,Injury Indicators,18,76280,Rate,7.9,2012,2014,NA,NA
Chautauqua,Injury Indicators,Injury Indicators,2,9754,Rate,6.8,2012,2014,42.246904,-79.315313
Chemung,Injury Indicators,Injury Indicators,1,5477,Rate,6.1,2012,2014,42.116644,-76.812331
Chenango,Injury Indicators,Injury Indicators,0,3179,Rate,0,2012,2014,42.481798,-75.570013
Clinton,Injury Indicators,Injury Indicators,2,5958,Rate,11.2,2012,2014,44.731944,-73.548883
Columbia,Injury Indicators,Injury Indicators,3,3727,Rate,26.8,2012,2014,42.276913,-73.682168
Cortland,Injury Indicators,Injury Indicators,2,4720,Rate,14.1,2012,2014,42.597101,-76.143291
Delaware,Injury Indicators,Injury Indicators,1,3543,Rate,9.4,2012,2014,42.242972,-74.997944
Dutchess,Injury Indicators,Injury Indicators,2,23280,Rate,2.9,2012,2014,41.686216,-73.840468
Erie,Injury Indicators,Injury Indicators,5,61369,Rate,2.7,2012,2014,42.888143,-78.795544
Essex,Injury Indicators,Injury Indicators,0,2310,Rate,0,2012,2014,44.166026,-73.685145
Franklin,Injury Indicators,Injury Indicators,2,3342,Rate,19.9,2012,2014,44.705699,-74.340621
Fulton,Injury Indicators,Injury Indicators,1,3379,Rate,9.9,2012,2014,43.06014,-74.331296
Genesee,Injury Indicators,Injury Indicators,1,3942,Rate,8.5,2012,2014,43.000121,-78.172679
Greene,Injury Indicators,Injury Indicators,1,3114,Rate,10.7,2012,2014,42.298326,-73.973376
Hamilton,Injury Indicators,Injury Indicators,0,229,Rate,0,2012,2014,43.618468,-74.395268
Herkimer,Injury Indicators,Injury Indicators,1,4298,Rate,7.8,2012,2014,43.070026,-74.994246
Jefferson,Injury Indicators,Injury Indicators,4,7000,Rate,19,2012,2014,44.019295,-75.898971
Kings,Injury Indicators,Injury Indicators,15,152819,Rate,3.3,2012,2014,40.65642,-73.950691
